arxiv_id,published,year,title,summary,authors,primary_category,all_subjects,math_categories,url,pdf_url
2606.17556v1,2026-06-16,2026,Power mean transforms of operators,"In this paper, we introduce the power mean transform $P_λ(T)$ of an operator $T$ on a Hilbert space, which is a convex combination of some classical operator transforms such as the mean transform $M(T)$, the Aluthge transform $Δ(T)$, and the Duggal transform $T^D$. In particular, when   $T$ is invertible, this transform coincides with the induced Aluthge transform $Δ_{\mathsf{m}_{f}}(T)$ recently defined by Yamazaki \cite{yamazaki-laa-2021} with $f(x)=(λ+(1-λ)\sqrt{x})^2$ for $x\in(0,\infty)$ and $λ\in(0,1)$. We study basic properties of $P_λ(T)$ including its spectrum, norm and numerical radius. Moreover, we use the power mean transform to give new characterizations of normal, quasinormal and binormal operators. The questions of Golla et al. \cite{yamazaki-laa-2023} and some new results on the Duggal transform are also mentioned. We obtain a result close to the recent one of Osaka and Yamazaki \cite[Theorem 3.3]{yamazaki-tams-2025} on the iteration of the induced Aluthge transform for centered operators. Finally, we describe the form of bijective maps commuting with the power mean transform of the product of matrices.","Jing-Bin Zhou, Shihai Yang",math.FA,math.FA,math.FA,http://arxiv.org/abs/2606.17556v1,https://arxiv.org/pdf/2606.17556v1
2606.17552v1,2026-06-16,2026,An Adaptive Algorithm for the Approximation of General Linear-Parametric Optimization Problems,"Linear-multi-parametric optimization problems are a widely studied class of optimization problems. The objective function in such a problem is affine linear dependent on a parameter vector, and the goal is to compute a set of solutions that contains an optimal solution for every fixed parameter vector. However, this is known to be computationally challenging: The underlying non-parametric problem might be NP-hard, and, in addition, optimal solution sets might have exponential cardinality. Parametric approximation aims at providing polynomial-time algorithms that overcome these challenges. Instead of computing an optimal solution set, the goal is to compute an approximation set that contains only an approximate solution for every fixed parameter vector. Several new parametric approximation algorithms have been developed in recent literature. However, all of these share a common set of assumptions, which limits the class of parametric optimization problems that can be approximated. Namely, they do not allow negative parameter dependencies and have their parameter sets fixed to the positive orthant. We present a new adaptive approximation (and, also, exact) algorithm that can be applied to a wider class of linear-multi-parametric optimization problems. Our algorithm builds upon existing algorithms from both the fields of parametric and multi-objective optimization and generalizes these algorithms. In addition, we provide structural results for the transformation of parameter sets, and demonstrate that, for linear-multi-parametric maximization problems, the assumption of non-negative optimal objective values over the whole parameter set is not sufficient to ensure approximability.","Levin Nemesch, Stefan Ruzika, Clemens Thielen, Alina Wittmann",math.OC,math.OC; cs.DM,math.OC,http://arxiv.org/abs/2606.17552v1,https://arxiv.org/pdf/2606.17552v1
2606.17549v1,2026-06-16,2026,A Non-Multiplicable Upho Poset Constructed from the Petersen Graph,"An upper homogeneous (upho) poset is a poset whose every principal filter is isomorphic to the whole poset. Fu--Peng--Zhang conjectured that every finitary upho poset admits a compatible left-cancellative, invertible-free monoid structure whose left-divisibility order coincides with the given order. We disprove this conjecture. For every vertex-transitive graph $G$, we construct a finitary upho poset $P(G,v_0)$ from walks starting at a fixed vertex $v_0$. Applying this construction to the Petersen graph, we show that multiplicability of $P(G,v_0)$ would force the automorphism group of $G$ to contain a regular subgroup. This would imply that $G$ is a Cayley graph, contradicting the fact that the Petersen graph is not Cayley. Hence $P(G,v_0)$ is a non-multiplicable finitary upho poset. We also show that the analogous poset associated with the line graph of the Petersen graph is multiplicable, demonstrating that non-Cayleyness of the underlying graph alone does not determine multiplicability.",Ryunosuke Matsuoka,math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.17549v1,https://arxiv.org/pdf/2606.17549v1
2606.17531v1,2026-06-16,2026,Non-negative Matrix Factorisation with Topological Regularisation,"We investigate the learning of interpretable bases in non-negative matrix factorisation (NMF) by regularising the topology of the learned basis functions. Our approach is motivated by the observation that many data modalities can be viewed as non-negative functions on a structured domain, where the quality of a basis is intrinsically linked to its topology. However, naive methods for incorporating the topology of the support are often hindered by discreteness and threshold dependence, rendering them unsuitable for continuous optimisation. We address these challenges by employing persistent homology as a stable, threshold-free topological quantifier and by designing topological scores that integrate into the NMF objective as regularisers. The resulting framework encompasses spatially coherent image components, periodic time-series structures, and clique-like graph signals within a unified modelling language.","Matias de Jong van Lier, Shizuo Kaji, Keunsu Kim",cs.LG,cs.LG; cs.CG; math.AT,math.AT,http://arxiv.org/abs/2606.17531v1,https://arxiv.org/pdf/2606.17531v1
2606.17525v1,2026-06-16,2026,Skew column RSK dynamics and the box-ball system,"The Fomin local rules for Schensted column insertion can be seen as a two-lane box-ball system, in which a carrier moves particles forward or laterally. Running such two-lane dynamics in parallel on a periodic lattice gives rise to a two-dimensional generalization of the box-ball system, which we call the \emph{skew column RSK dynamics}. Equivalently, this is a deterministic dynamics on pairs of skew semistandard Young tableaux $(P_t,Q_t)_{t \in \mathbb{Z}}$. We prove that this dynamics exhibits solitonic behavior and construct an explicit bijection $(P,Q) \leftrightarrow (H_1,H_2,κ,ν)$ that linearizes the time evolution. The resulting coordinates consist of two horizontally weak tableaux $H_1,H_2$ recording the asymptotic soliton data, integer riggings $κ$, and a weakly decreasing sequence of integers $ν$. A key feature of the construction is an explicit projection from the skew column RSK dynamics to the classical box-ball system; under this projection, the rigging $κ$ is precisely the Kerov--Kirillov--Reshetikhin rigging of the associated box-ball configuration. Our proof uses two commuting affine crystal structures on pairs of skew tableaux and a novel connectivity theorem for distinguished subgraphs of tensor products of Kirillov--Reshetikhin crystals. We also derive Greene-type formulas for the soliton lengths in terms of last-passage percolation on the associated cylindrical environment. Finally, by taking generating functions in the linearizing coordinates, we obtain bijective proofs of Cauchy and Kawanaka--Littlewood-type identities for transformed Hall--Littlewood polynomials.","Takashi Imamura, Matteo Mucciconi, Tomohiro Sasamoto, Travis Scrimshaw",math.CO,math.CO; math-ph; math.RT,math.CO;math.RT,http://arxiv.org/abs/2606.17525v1,https://arxiv.org/pdf/2606.17525v1
2606.17523v1,2026-06-16,2026,Beyond IGO-Flow: Toward Convergence Analysis of IGO in Continuous Spaces,"Information-Geometric Optimization (IGO) provides a unified framework for black-box optimization by interpreting the adaptation of a search distribution as a natural gradient update. Despite its conceptual importance, the convergence theory of IGO remains limited: most existing results concern continuous-time idealizations such as the IGO flow, rather than discrete-time updates with non-infinitesimal learning rates. In this paper, we study discrete-time IGO in continuous spaces, formulated as natural gradient updates in the expectation-parameter coordinates of an exponential family. In particular, we analyze IGO over the multivariate Gaussian family on strongly convex quadratic objective functions. Our analysis covers a setting that simultaneously incorporates full covariance adaptation, a fixed positive learning rate, and quantile-based weights. In this setting, we prove that the covariance matrix converges to the zero matrix. We further show that the mean vector converges to the global optimum, provided that the condition number of the appropriately scaled covariance matrix is bounded at sufficiently frequent iterations. These results advance the convergence theory of IGO and help bridge the gap between the mathematical theory of IGO and practical covariance-adaptive search methods such as CMA-ES.","Ryosuke Kimura, Youhei Akimoto",math.OC,math.OC; cs.LG,math.OC,http://arxiv.org/abs/2606.17523v1,https://arxiv.org/pdf/2606.17523v1
2606.17517v1,2026-06-16,2026,Killed resolvents and measure-valued stopping gains for reflected optimal stopping with max-type rewards,"We study an infinite-horizon optimal stopping problem for a normally reflected two-dimensional diffusion in the positive quadrant with nonsmooth max-type reward \(G(x_1,x_2)=x_1\vee αx_2\). The paper develops a conditional measure-theoretic framework for the associated reflected obstacle problem. The main innovation is to show that the stopping gain \(Γ=c+rG-\mathcal LG\) is a signed measure, not a function: the kink of \(G\) generates an explicit negative surface measure on \(Δ=\{x_1=αx_2\}\). We then prove that the correct potential representation uses the resolvent of the reflected diffusion killed on first entry into the stopping set, rather than the unrestricted reflected resolvent. Under explicit monotonicity, regularity, and measure-superharmonicity assumptions, we derive an epigraph representation, a continuation-side boundary-trace condition, and a candidate verification theorem. The framework clarifies hidden regularity and uniqueness assumptions in multidimensional nonsmooth optimal stopping.","Louis Shuo Wang, Jiguang Yu, Ye Liang",math.PR,math.PR,math.PR,http://arxiv.org/abs/2606.17517v1,https://arxiv.org/pdf/2606.17517v1
2606.17505v1,2026-06-16,2026,On the image of Hitchin morphism for some classical groups on algebraic suefaces,"In this article, we study the image of the Hitchin morphism for some classical groups over an algebraic surface. The Hitchin morphism is a map from the moduli stack of $G$-Higgs bundles $\mathscr{M}_{X,G}$ to the Hitchin base $\mathscr{A}_{X,G}$, where $X$ is a smooth projective variety. In general, this morphism is not surjective when the dimension of $X$ is greater than one. Chen and Ng{ô} showed that the Hitchin morphism factors through a closed subscheme $\mathscr{B}_{X,G}$ of the Hitchin base, which is called the spectral base. They conjectured that the image of the Hitchin morphism is exactly the spectral base. When $X$ is a smooth projective surface, we prove that this conjecture holds for the special linear algebraic group of odd rank. We also confirm this conjecture for the classical groups ${\rm SL}_n$ and ${\rm Sp}_{2n}$ when $X$ is a product of smooth curves.","Artan Sheshmani, Jianping Wang, Xiaopeng Xia",math.AG,math.AG,math.AG,http://arxiv.org/abs/2606.17505v1,https://arxiv.org/pdf/2606.17505v1
2606.17501v1,2026-06-16,2026,Critical spectral behavior and large deviations for geometric $α$-stable processes,"In this paper, we study the Schrödinger-type operator associated with geometric stable processes on $\mathbb{R}^{d}$, especially the differentiability of spectral function. Let $\mathcal{H}$ be the generator of the geometric stable process and $μ$ a smooth measure on $\mathbb{R}^{d}$. Then the spectral function $C(θ)$ is defined as $C(θ) = -\inf σ(-\mathcal{H} - θμ)$, where $σ(\mathcal{A})$ denotes the spectrum of $\mathcal{A}$ and $θ$ is a real parameter. Since the geometric stable process exhibits severe local singularities in its Lévy measure, its transition semigroup lacks ultracontractivity, which invalidates classical methods for proving the differentiability. To overcome this obstacle, we use the compact embedding of the extended Dirichlet space into $L^2(μ)$. As a primary application of this differentiability, we establish a large deviation principle for a positive continuous additive functional associated with the smooth measure $μ$.",Kaneharu Tsuchida,math.PR,math.PR; math.FA,math.FA;math.PR,http://arxiv.org/abs/2606.17501v1,https://arxiv.org/pdf/2606.17501v1
2606.17497v1,2026-06-16,2026,Design principles for stable and generalizable data-driven discretizations for solving linear hyperbolic conservation laws,"We investigate data-driven finite-volume discretizations of the linear advection equation in one dimension. Neural networks for use as numerical advection schemes are constructed adhering to first principles of numerical analysis, allowing us to examine how normalization, training data, and architectural choices influence stability, accuracy, and shape preservation. (i) We show that reconstruction based solely on cell averages leads to a multi-valued learning problem, explaining limited generalization when training data includes widely different curvature regimes. (ii) Numerical stability and good generalization can be achieved by enforcing semilinearity (Lin and Rood 1998) through local stencil-scale normalization, which ensures invariance under affine transformations of the inputs. (iii) A new data-driven flux limiter is introduced that outperforms the classical 'OSTVD3' (Arora and Roe, 1997) scheme in shape preservation by introducing mild antidiffusion in near-linear regimes, while higher-order reconstruction in non-monotonic regions provides limited benefit. (iv) We show that training on polynomial profiles yields stable, high-order accurate discretizations, with the polynomial degree controlling the formal order of accuracy. Together, these results illustrate how the representational, architectural, and training choices govern the stability and generalization of data-driven finite-volume schemes for linear advection.","Antoine-Alexis Nasser, Alistair Adcroft",math.NA,math.NA,math.NA,http://arxiv.org/abs/2606.17497v1,https://arxiv.org/pdf/2606.17497v1
2606.17780v1,2026-06-16,2026,A symmetric mechanism for symmetry-breaking in oscillator networks with strong nonlinear coupling,"In this article, we describe and analyse a novel mechanism for symmetry-breaking in minimal symmetrically coupled identical slow/fast oscillator networks with strong nonlinear mutually inhibitory coupling. We show that the symmetry-breaking, surprisingly, originates from the canard dynamics of a folded node that lies on the axis of symmetry. By applying geometric singular perturbation theory and the blow-up technique to a normal form, we determine the geometric mechanisms by which the {\em symmetric folded node} induces symmetry-breaking. More specifically, we show that (i) the fold curve of the coupled system is orthogonal to the axis of symmetry at the symmetric folded node; (ii) there is only one primary maximal canard (either strong or weak, depending on parameters), which always lies on the axis of symmetry and is the axis of rotation for the twisting of solutions; and (iii) the number of rotations is the key local diagnostic feature that breaks the symmetry. Our work is closely related to that of Kristiansen and Pedersen [SIAM J. Appl. Dyn. Syst., {\bf 22} (2023)] on symmetrically coupled FitzHugh-Nagumo oscillators with strong linear inhibitory gap junctional coupling, however, we consider nonlinear coupling and we identify and study multiple sub-types of their `cusped singularities'. We demonstrate our theoretical results by applying them to a model of the eukaryotic cell cycle in which the symmetric folded node plays a key role in rhythmogenesis. More specifically, we study periodic and quasi-periodic symmetry-breaking mixed-mode oscillatory attractors of the cell cycle model. We show that the local twisting induced by the symmetric folded node is the local mechanism that both breaks the symmetry and generates the small-amplitude oscillations in the mixed-mode dynamics.","Theodore Vo, Yangyang Wang",math.DS,math.DS,math.DS,http://arxiv.org/abs/2606.17780v1,https://arxiv.org/pdf/2606.17780v1
2606.17488v1,2026-06-16,2026,Proportion of Simple Subgroups in Finite Groups and Their Applications,"This work introduces and investigates the function \( \mathcal{V}(G) = \frac{\text{Simp}(G)}{|L(G)|} \), where \( \text{Simp}(G) \) denotes the number of simple subgroups and \( |L(G)| \) the total number of subgroups of a finite group \( G \). The function \( \mathcal{V}(G) \), defined on the interval \( [0,1] \), represents the proportion of simple subgroups relative to the total number of subgroups. It serves as a tool for analyzing structural patterns in finite groups, particularly in p-groups and other families.","João Victor Monteiros de Andrade, Leonardo Santos da Cruz",math.GR,math.GR,math.GR,http://arxiv.org/abs/2606.17488v1,https://arxiv.org/pdf/2606.17488v1
2606.17792v1,2026-06-16,2026,The Loss of Tension in an Infinite Membrane with Holes of Decaying Spatial Density,"What is the effect of randomly removing material from an infinite stretched membrane? Under what conditions can the membrane still sustain tension? This problem was introduced by Robert Connelly in connection with applications of rigidity theory in the natural sciences, and was later studied in M. V. Menshikov, K. A. Rybnikov, and S. E. Volkov, ""The loss of tension in an infinite membrane with holes distributed according to a Poisson law"" (2002); a discrete version was also considered in Robert Connelly, Konstantin Rybnikov, and Stanislav Volkov, ""Percolation and the Loss of Tension in an Infinite Triangular Lattice"" (2001).   We study a mathematical framework based on a non-homogeneous Poisson point process whose intensity $λ$ tends to zero at infinity. The hole shapes are i.i.d.\ and independent of their locations. We show that if the intensity does not decay too quickly, then tension is still lost throughout the whole plane, as in the homogeneous model studied in 2002. Conversely, we give sufficient conditions under which complete loss of tension does not occur. Thus, both destruction and non-destruction regimes are possible even when the intensity tends to zero, indicating a phase transition in the model.   The processes studied here are closely related to bootstrap percolation.","Lukas Early, Stanislav Volkov",math.PR,math.PR,math.PR,http://arxiv.org/abs/2606.17792v1,https://arxiv.org/pdf/2606.17792v1
2606.18102v1,2026-06-16,2026,A remark on rational quartic curves in prime Fano threefolds of degree $22$,"In this short note, using the Sarkisov link between a prime Fano threefold $V_{22}$ of degree $22$ and the quintic del Pezzo threefold $V_5$, we prove that the Hilbert scheme of rational quartic curves in $V_{22}$ admits a generically $2$-to-$1$ rational map onto the projective space $\mathbb{P}^4$.","Kiryong Chung, Jeong-Seop Kim",math.AG,math.AG,math.AG,http://arxiv.org/abs/2606.18102v1,https://arxiv.org/pdf/2606.18102v1
2606.18162v1,2026-06-16,2026,"Periodicity, type $II_1$ factors and free Poisson laws in interacting Fock spaces","We show that the von Neumann algebra generated by position operators in a 2-periodic interacting Fock space is a type $II_1$ factor. On the probabilistic side, we prove that the squared position operators have a Marchenko-Pastur distribution with respect to the vacuum state, yielding a natural realization of free Poisson laws within this framework.","Vitonofrio Crismale, Yun Gang Lu, Éric Ricard",math.OA,math.OA; math.PR,math.OA;math.PR,http://arxiv.org/abs/2606.18162v1,https://arxiv.org/pdf/2606.18162v1
2606.18159v1,2026-06-16,2026,Weak Hodge Theorem on Piecewise-Algebraic Spaces,"We prove a weak version of the classical Hodge theorem on piecewise-algebraic spaces, a class of spaces introduced by Kontsevich and Soibelman in [KS00]. Precisely, we first prove the Poincare lemma that computes singular cohomology as a variant of de Rham cohomology. Then, as a weak Hodge theorem, we naturally embed the singular cohomology into the space of harmonic forms, instead of establishing an isomorphism (which does not hold for those spaces). Our approach in the latter is classical: Sobolev space theory.   In addition, we give more detailed proofs for the claims in the appendix to [KS00]. This work is part of a program of extending arithmetic intersection theory to singular spaces. In particular, a type of currents in this singular setup is introduced.","Takuya Murata, Aliakbar Hosseini",math.AG,math.AG,math.AG,http://arxiv.org/abs/2606.18159v1,https://arxiv.org/pdf/2606.18159v1
2606.18152v1,2026-06-16,2026,A new class of Euler explosions,"We study the global-in-time continuation, past the singularity, of the smooth, non-isentropic, radially symmetric imploding solutions of the compressible Euler equations recently constructed by Chen, Shkoller, and Vicol. In three space dimensions, for all physically relevant adiabatic exponents $γ>1$, we consider the Euler solution that evolves smoothly until an implosion singularity forms at the origin at time $t=0$. We then prove that this solution can be uniquely continued for $t>0$ as a reflected outward-propagating shock, sometimes called a reflected blast wave. For $t>0$, the continuation is a globally forward self-similar weak solution of the Euler equations, selected by the Rankine--Hugoniot conditions and the Lax entropy inequality; it is smooth away from the expanding shock sphere and the spatial origin. The structure at the center of symmetry distinguishes these explosions from the classical Guderley reflected shock. In Guderley's continuation, the reflected blast wave leaves a point vacuum at the origin, where the density vanishes. The solutions constructed here exhibit the opposite behavior: for every fixed $t>0$ the density is unbounded at $r=0$ (though it remains locally integrable), while the pressure stays bounded and the temperature vanishes there.","Jiajie Chen, Giorgio Cialdea, Steve Shkoller, Vlad Vicol",math.AP,math.AP,math.AP,http://arxiv.org/abs/2606.18152v1,https://arxiv.org/pdf/2606.18152v1
2606.18137v1,2026-06-16,2026,Productivity of maximal eventually different families,"A maximal eventually different family is called $n$-productive if the product family $\mathcal{F}^n$ is still maximal. We construct closed $n$-productive families separating these strengthenings of maximality at every $n \geq 1$. Furthermore, we show how to force and construct an even stronger type of $\mathcal{I}_0$-productive family and discuss the relation of productivity to Van Douwen families.",Lukas Schembecker,math.LO,math.LO,math.LO,http://arxiv.org/abs/2606.18137v1,https://arxiv.org/pdf/2606.18137v1
2606.18136v1,2026-06-16,2026,The sharp extension norm for a planar sector,"We compute explicitly the infimum of the norms of $W^{1,2}$-extension operators for planar sectors and exhibit an extension operator attaining this infimum. This solves an open problem posed by Maz'ya.","Rupert L. Frank, Paata Ivanisvili",math.FA,math.FA; math.AP,math.AP;math.FA,http://arxiv.org/abs/2606.18136v1,https://arxiv.org/pdf/2606.18136v1
2606.18118v1,2026-06-16,2026,Programming with Chebfun. Case study: Richards equation,"The Chebfun software system is a Matlab extension essentially based on representations of (piece-wise) smooth one-variable functions by expansions in Chebyshev polynomials. One of Chebfun's attractive features is the ability to provide solutions to nonlinear boundary value problems (BVP) with accuracy close to the machine precision. This is done by the chebop class which provides automatic solutions by performing linearizations with a Newton method in function spaces of the nonlinear BVP, automatic differentiation, and using Fast Fourier Transform computations for the coefficients of the Chebyshev polynomials. A drawback of chebop automatic approach is the possible lack of convergence of the Newton method if the initial guess is not close enough to the exact solution. An explicit functional linearization done for each particular shape of the differential operator (i.e. without automatic differentiation) proves to be more robust than the chebop class and allows an enlargement of the range of convergence. Another alternative is the implicit L-scheme (quasi-Newton approach with derivatives replaced by suitable positive constants L), with a much simpler implementation and globally convergent. While chebop is the easiest way to solve the BVP, provided that it converges, the last two approaches largely overcome the convergence issues, yielding accurate solutions to a wide class of steady-state one-dimensional problems governed by Richards' equation. Chebfun2 and Chebfun3, which at the current stage cannot solve BVPs, provide efficient tools for accuracy and convergence assessments of the non-steady solutions in one or two spatial dimensions obtained by classical discretization schemes.",Nicolae Suciu,math.NA,math.NA,math.NA,http://arxiv.org/abs/2606.18118v1,https://arxiv.org/pdf/2606.18118v1
2606.18116v1,2026-06-16,2026,Flocking and Mean-Field Analysis of Delayed Leader-Follower Cucker-Smale System,"Inspired by \cite{CCP}, we investigate a delayed leader-follower Cucker-Smale model describing the collective dynamics of interacting agents subject to communication lags. We first study the particle dynamics and establish sufficient conditions ensuring the emergence of asymptotic flocking. Our analysis shows that velocity alignment and bounded spatial dispersion persist despite the presence of delays and heterogeneous interactions between leaders and followers. We then derive and analyze two continuum descriptions of the system. In the first regime, the number of leaders is kept fixed while the number of followers tends to infinity, leading to a hybrid particle-kinetic model. In the second regime, both populations become infinitely large, yielding a fully kinetic delayed leader-follower model. For both mean-field formulations, we prove global existence, uniqueness, and Wasserstein stability of measure-valued solutions. These results provide a rigorous mathematical framework for the study of collective dynamics with leadership and memory effects and establish a bridge between delayed flocking models and their continuum counterparts.",Chiara Cicolani,math.AP,math.AP; math.DS; math.OC,math.AP;math.DS;math.OC,http://arxiv.org/abs/2606.18116v1,https://arxiv.org/pdf/2606.18116v1
2606.18110v1,2026-06-16,2026,Recursions for Mock Theta Functions,"We establish weighted recursions for the coefficients of Ramanujan's third order mock theta functions $f$ and $ω$. Specifically, we apply a holomorphic projection operator to vector-valued Rankin-Cohen brackets of completed mock theta series and their shadows. By employing a vector-valued framework, we exploit the vanishing of certain spaces of vector-valued cusp forms. Our proof is AI-assisted and prioritizes accessibility, allowing for straightforward customization and replication within the broader research community.","Matthew Ortiz, Martin Raum, Olav K. Richter",math.NT,math.NT,math.NT,http://arxiv.org/abs/2606.18110v1,https://arxiv.org/pdf/2606.18110v1
2606.18099v1,2026-06-16,2026,Lattices of strongly reflexive masa-bimodules,"We characterise the density of the positive rank one subspace of a masa-bimodule in terms of its support. We prove that strongly reflexive masa-bimodules form a Boolean lattice under naturally defined operations. We examine the lattice-theoretic properties of the class of strongly reflexive masa-bimodules that are also operator systems and some natural subclasses thereof, and provide a topological description of the lattice operations in the case the masa-bimodules arise from closed subsets of a locally compact group.","Rupert H. Levene, Ying-Fen Lin, Ivan G. Todorov",math.OA,math.OA,math.OA,http://arxiv.org/abs/2606.18099v1,https://arxiv.org/pdf/2606.18099v1
2606.18027v1,2026-06-16,2026,Restricted partition functions and additive complements,"Let $\mathbb{N}$ be the set of positive integers. For subsets $\mathcal{A},\mathcal{M}\subseteq \mathbb{N}$ and $n\in \mathbb{N}$, let $p(n,\mathcal{A},\mathcal{M})$ denote the number of representations of $n$ in the form $$ n=\sum_{a\in \mathcal{A}}m_a a, $$ where $m_a\in \mathcal{M}\cup \{0\}$ for all $a\in \mathcal{A}$, and only finitely many $m_a$ are nonzero. We prove that there exist two infinite sets $\mathcal{A}=\{a_n\}_{n=1}^{\infty}$ and $\mathcal{M}$ of positive integers such that $$ \lim_{n\to\infty}\frac{\log a_{n+1}-\log a_n}{\log n}=+\infty, $$ $p(n,\mathcal{A},\mathcal{M})>0$ for every $n\in\mathbb{N}$, and $p$ has polynomial growth. More generally, we prove a construction that associates restricted partition functions of polynomial growth with additive complements satisfying a simple counting condition. This answers a 2016 question of Dai and Chen in the affirmative.",Yuchen Ding,math.NT,math.NT,math.NT,http://arxiv.org/abs/2606.18027v1,https://arxiv.org/pdf/2606.18027v1
2606.18086v1,2026-06-16,2026,Branched Covers of Hyperbolic Groups,"Given a hyperbolic group $G$ and a quasiconvex subgroup $Q$, we define a \emph{branched cover of $G$ along $g$}, which is a hyperbolic group $H$ with a certain map into $G$. This builds on recent work on drilling hyperbolic groups and generalizes the case where $G$ is the fundamental group of a closed hyperbolic $3$-manifold $M$, $Q \cong \mathbb{Z}$ is represented by an embedded geodesic loop $γ$, and $H$ is the fundamental group of a branched cover of $M$ with branching locus $γ$. We show that certain deepness assumptions on Dehn fillings induce branched covers, providing many examples of such branched covers. Some additional assumptions imply these branched covers have boundary $S^2$, which may hold interest for the Cannon Conjecture.",Darius Alizadeh,math.GR,math.GR,math.GR,http://arxiv.org/abs/2606.18086v1,https://arxiv.org/pdf/2606.18086v1
2606.18073v1,2026-06-16,2026,A Sketched Generalized Krylov Subspace Method for Large-Scale Regularization,"The generalized Krylov subspace (GKS) method is an effective projection technique for large-scale Tikhonov regularization with a general regularization matrix. As the subspace expands, however, two computational bottlenecks limit scalability: the thin QR factorizations of the tall projected matrices formed by the forward operator and the regularization matrix applied to the basis, and the full reorthogonalization of each new basis vector against all previous columns.   We propose a sketched variant, named sGKS, that addresses both bottlenecks. The QR factorizations are performed on compressed matrices of much smaller row dimension, maintained incrementally via rank-one updates. Moreover, we observe that explicit reorthogonalization can be skipped entirely without compromising the quality of the approximation subspace, since no step of GKS relies intrinsically on the orthogonality of the basis. The resulting algorithm is independent of the choice of sketching operator and preserves the approximation quality of the original method: we show that, in the absence of sketching in the projected solve, sGKS produces iterates identical to those of standard GKS, and that the sketched projected solve delivers quasi-optimal residual norms controlled by the embedding quality. For more challenging problems where the loss of basis orthogonality becomes significant, we show that incorporating a small number of iterative refinement steps in the projected solve restores the spectral properties of the basis and recovers the full accuracy of the unsketched method. Numerical experiments on image deblurring, X-ray computerized tomography, seismic travel-time tomography, and dynamic computerized tomography demonstrate that sGKS matches the reconstruction quality of standard GKS while significantly reducing per-iteration costs and overall wall-clock time.","Davide Palitta, Mirjeta Pasha",math.NA,math.NA,math.NA,http://arxiv.org/abs/2606.18073v1,https://arxiv.org/pdf/2606.18073v1
2606.18061v1,2026-06-16,2026,Principal minors of effective-resistance matrices and local resistance radii,"Let $G$ be a finite connected weighted graph and let $R$ be its effective-resistance matrix. For every nonempty vertex set $S$, we factor the cofactor sum and determinant of the principal resistance submatrix $R[S]$ into an enumerative term and a boundary potential-theoretic term. If $τ(G)$ is the weighted spanning tree enumerator and $κ_G(S)$ is the weighted enumerator of $S$-rooted spanning forests, then \[   \cof R[S]=(-2)^{|S|-1}κ_G(S)/τ(G). \] After Kron reduction to $S$, with reduced Laplacian $K=L^S$, $Q=K^+$, and $q=\diag(Q)$, the remaining normalized factor is \[   \det R[S]/\cof R[S]   =\frac{2}{|S|}\tr Q+\frac12 q^{\mathsf T}Kq. \] Equivalently, this factor is the maximum of $u^{\mathsf T}R[S]u$ over all $u\in\R^S$ satisfying $\one^{\mathsf T}u=1$. This optimization viewpoint yields monotonicity under enlargement of $S$, an exact one-point update formula, and a support criterion for equality. Small star examples show that the resulting set function is neither submodular nor supermodular in general.",Guangfu Wang,math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.18061v1,https://arxiv.org/pdf/2606.18061v1
2606.18048v1,2026-06-16,2026,The independence number of uncrowded hypergraphs: bounds matching the shattering threshold,"A foundational theorem of Ajtai, Komlós, Pintz, Spencer, and Szemerédi asserts that every $n$-vertex $k$-uniform uncrowded hypergraph with maximum degree $Δ$ contains an independent set of size $c_k n{\left(\frac{\log Δ}Δ\right)^{\frac{1}{k-1}}}$, for some constant $c_k>0$. Determining the optimal leading constant $c_k$ in this bound is a major open problem. A natural target is the so-called shattering-threshold constant $\left(\frac{1}{k-1}\right)^{\frac{1}{k-1}}$, which appears in the solution-space geometry of random constraint satisfaction problems, in average-case complexity theory, and in statistical physics, among other areas.   We prove that uncrowded hypergraphs attain this threshold. More precisely, for every $ε>0$ and $k\geq 2$, every $n$-vertex $k$-uniform uncrowded hypergraph of sufficiently large maximum degree $Δ$ contains an independent set of size at least $(1-ε) n {\left(\frac{1}{k-1}\frac{\log Δ}Δ\right)^{\frac{1}{k-1}}}$. Consequently, we obtain the first pseudorandom class of hypergraphs whose guaranteed independence number matches the shattering threshold, resolving a folklore conjecture. Moreover, as another direct consequence, we resolve a conjecture of Verstraëte and Wilson by proving that there exists a constant $c_k=1-o_k(1)$ such that every $n$-vertex $k$-uniform linear hypergraph of maximum degree $Δ$ has independence number at least $c_k n\left(\frac{\log Δ}Δ\right)^{\frac{1}{k-1}}$.   Our techniques are constructive yielding efficient algorithms for both static and distributed settings. Specifically, we provide an $\tilde O(nΔ)$-time randomized static algorithm and an $\tilde O(1)$-round randomized $\textsf{LOCAL}$ algorithm to find an independent set in uncrowded hypergraphs at the shattering threshold. These results extend seamlessly to the the setting of linear hypergraphs.","Abhishek Dhawan, Abhishek Methuku, Minh-Quan Vo",math.CO,math.CO; cs.DM; cs.DS,math.CO,http://arxiv.org/abs/2606.18048v1,https://arxiv.org/pdf/2606.18048v1
