arxiv_id,published,year,title,summary,authors,primary_category,all_subjects,math_categories,url,pdf_url,passes_filter,category,confidence,reason,classification_date,classification_method
2609.04162v1,2026-09-03,2026,Thermodynamic Concentration Inequalities: Controlling Uncertainty in Finite-Time and Small-Sample Thermodynamic Inference,"We derive nonasymptotic upper bounds on the probability that a generalized current of a geometrically ergodic diffusion observed for any amount of time, or its sample mean over any arbitrary sample size, deviates from the stationary mean by more than any given amount. The concentration-of-measure behavior of generalized currents is universally governed by the relaxation time of the underlying dynamics, the locally observed dissipation rate, and the intrinsic local fluctuations of the observable. We uncover stark qualitative and quantitative differences in fluctuations in and out of thermodynamic equilibrium. We further obtain refined inverse thermodynamic uncertainty relations, bounding the variance of generalized currents from above. We construct nonasymptotic confidence intervals for controlling uncertainty in thermodynamic inference from small data, i.e., from short trajectories and small samples, and provide the first quantitative answer to when a trajectory is sufficiently long and a sample is sufficiently large. As an illustration, we apply our results to currents observed on a two-dimensional Ornstein-Uhlenbeck process in and out of equilibrium and show how they can be used to rigorously detect broken detailed balance.","Rick Bebon, Aljaž Godec",cond-mat.stat-mech,cond-mat.stat-mech; cond-mat.soft; math.PR,math.PR,http://arxiv.org/abs/2609.04162v1,https://arxiv.org/pdf/2609.04162v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2609.04179v1,2026-09-03,2026,Standard Representations of Crystallographic Coxeter Groups,"This dissertation studies Cartan representations: representations of certain Coxeter groups as the Weyl groups of Kac-Moody algebras. It sets out and proves conditions for these representations to be isomorphic to each other, the reflection representation of the Coxeter group, and their dual representations, and gives partial results for the same over fields of finite characteristic, as well as clarifying what it means for a Coxeter group to be crystallographic and giving conditions for the Weyl group of a Kac-Moody algebra to be such. Some illustrative examples are also provided.",Emma Booth,math.RT,math.RT,math.RT,http://arxiv.org/abs/2609.04179v1,https://arxiv.org/pdf/2609.04179v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2609.04338v1,2026-09-03,2026,Computing Lewis Weights to High Precision by Fixed-Point Iteration,"The $\ell_p$-Lewis weights of a matrix are defined by a fixed-point equation. For $p<4$, Cohen and Peng [CP15] showed that iterating an equivalent rearrangement of this equation computes Lewis weights to high precision; for $p\geq4$, prior high-precision methods instead use optimization-based approaches. We show that the direct Lewis fixed-point iteration, appearing in the thesis of Lee [Lee16], computes Lewis weights to high precision for every $p>2$.   For a matrix $\mathbf{A}\in\mathbb{R}^{m\times n}$ partitioned into row blocks $\mathbf{A}_{[1]},\ldots,\mathbf{A}_{[k]}$, we compute, for $p>2$, coordinatewise $\varepsilon$-approximate $\ell_p$ block Lewis weights in $O\left(p\log\frac{p\sqrt{\sum_{i=1}^k\operatorname{rank}(\mathbf{A}_{[i]})}}{\varepsilon}\right)$ rounds of exact leverage-score-vector computations. For ordinary Lewis weights, this becomes $O\left(p\log\frac{p\sqrt{m}}{\varepsilon}\right)$, improving the $O\left(p^2\log(m/\varepsilon)\right)$ bound of Gribling, Sidford, and Zhang [GSZ26] for $p\geq4$.   Our main observation is that each direct Lewis update contracts the KL divergence to the true weights by a factor of $1-\frac{2}{p}$. We also give an alternate explanation of this contraction through volume sampling and entropic independence. Synthetic experiments closely match our predicted local contraction rates and iteration counts grow approximately linearly with $p$; real-data experiments illustrate the information-concentration tradeoff of finite-$p$ block Lewis designs.",Swati Padmanabhan,cs.DS,cs.DS; math.NA,math.NA,http://arxiv.org/abs/2609.04338v1,https://arxiv.org/pdf/2609.04338v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2609.04341v1,2026-09-03,2026,Schatten norms and determinants of linear combinations of matrix tensor powers via virtual representations,"Let $$X_n=\sum_{i=1}^s t_i A_i^{\otimes n},$$ where $A_1,\ldots,A_s\in M_d(\mathbb C)$ and $t_1,\ldots,t_s\in\mathbb C$ are fixed, while $n$ grows. Direct computation of determinants or Schatten norms of $X_n$ is exponential in $n$. For a single tensor power these quantities are elementary, and even the determinant of a generic two-term combination admits a reduction to polynomially many scalar factors; however, no analogous elementary reduction is available for three or more terms.   We give an exact representation-theoretic method which, for fixed $d$ and $s$, computes $\|X_n\|_p$, $0<p<\infty$, and determinants in polynomial time in $n$. Schur--Weyl duality yields a simultaneous block decomposition, while Jacobi--Trudi identities in the Grothendieck ring replace Schur modules by signed combinations of tensor products of symmetric powers.   For $d=3$, each irreducible contribution reduces to the difference of two explicitly computable symmetric-power terms, leading to an open-source implementation. In a single-thread CPU benchmark, a genuine three-term $3\times3$ trace-norm problem with $n=18$ is evaluated in about $47$ seconds, whereas just storing the unreduced matrix would require approximately $2.4\times10^{18}$ bytes. Direct and reduced computations agree to relative error below $3.4\times10^{-15}$ throughout their common range $n\leq9$.","Martin Áron Juhász, Mihály Weiner",math.RT,math.RT; quant-ph,math.RT,http://arxiv.org/abs/2609.04341v1,https://arxiv.org/pdf/2609.04341v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2609.04352v1,2026-09-03,2026,Enumerating Pattern-Avoiding Involutions using Combinatorial Exploration,"The enumeration of pattern-avoiding permutations has been a popular area of study over the past several decades, but comparatively little attention has been given to the topic of pattern-avoiding involutions. In this paper, we derive the algebraic generating functions of two Wilf-equivalence classes of involutions avoiding a single pattern of length $4$, $\operatorname{Av^I}(2431)$ and $\operatorname{Av^I}(3421)$. We then adapt the Mosaic method, a fast counting algorithm for permutations, to count involutions and apply it to substantially extend the known initial terms of the counting sequences for the remaining two Wilf-equivalence classes avoiding a pattern of length $4$, $\operatorname{Av^I}(1324)$ and $\operatorname{Av^I}(4231)$. Based on these extended sequences, we empirically analyze the asymptotic behavior of the counting sequences of these two classes.","Christian Bean, Anthony J. Guttmann, Jay Pantone",math.CO,math.CO,math.CO,http://arxiv.org/abs/2609.04352v1,https://arxiv.org/pdf/2609.04352v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2609.04379v1,2026-09-03,2026,On the Abundance of Critical Points of the t-SNE Energy,"This paper considers the energy landscape of the t-SNE algorithm. While this algorithm has enjoyed broad adoption, the non-convexity of the associated energy has made it difficult to rigorously understand what the algorithm captures in many settings. In particular, a number of well-known numerical examples, several of which are reproduced in this article, suggest a complicated energy landscape with many local minimizers that do not respect the topology or clustering structure of the underlying data. This work seeks to provide first steps towards a rigorous explanation of these phenomena. Specifically, for a general family of energies, which include both the original t-SNE algorithm and recently identified large data limits, and for densities in feature space which obey a continuous symmetry, we construct infinite families of distinct critical points. These critical points are based upon identifying pairs of discrete symmetries, one in the original feature space and the other in the target embedding space, which are preserved under gradient dynamics. These critical configurations exhibit many characteristics, such as topology breaking and spurious clustering, which are often observed empirically. Finally, numerical and analytical examples are given throughout as a means of illustrating the approach.","Nakul Haridas, Ryan Murray",cs.LG,cs.LG; math.AP; math.ST,math.AP;math.ST,http://arxiv.org/abs/2609.04379v1,https://arxiv.org/pdf/2609.04379v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2609.04393v1,2026-09-03,2026,Rigidity of Minimal Submanifolds in Spheres of Higher Codimension,We investigate Chern's conjecture for minimal submanifolds of higher codimension in the unit sphere. We establish two integral inequalities for closed minimal submanifolds. Then we obtain a new rigidity theorem under a pinching condition on the squared norm of the second fundamental form.,Li Lei,math.DG,math.DG,math.DG,http://arxiv.org/abs/2609.04393v1,https://arxiv.org/pdf/2609.04393v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28088v1,2026-08-28,2026,A Refined Parameter Condition in the Lyapunov Analysis of IGAHD,"In a recent paper, Attouch, Chbani, Fadili and Riahi introduced the inertial gradient algorithm with Hessian-driven daming, called (IGAHD). Under the condition $0\leqβ<2\sqrt{s}$, where $β$ is the Hessian driven damping parameter and $s>0$ is the gradient step size, their Lyapunov analysis shows an accelerated estimate of the objective function as well as a weighted summability of the gradient for the case $β>0$. For any fixed value of $β>0$, this condition excluded sufficiently small step sizes $s>0$. The present note refines one of the estimates in this Lyapunov analysis by retaining two coefficients that were previously replaced by lower bounds. This leads to the following less restrictive and sufficient condition: $$0<βL\sqrt{s}<1+\sqrt{1+sL(1-sL)},$$ where $L>0$ is the constant Lipschitz of the gradient objective function and $0<s\leq1/L$. In particular, the simplest condition $0<β<\frac{2}{L\sqrt{s}}$ is sufficient. For fixed values of $β>0$ and $L>0$, this new condition is satisfied for sufficiently small $s>0$. Consequently, under this new refined sufficient condition, the conclusions in the original paper stay valid. For convex quadratic functions in finite dimensions, a separate spectral analysis leads to a larger region parameters. It gives a necessary and sufficient condition for Schur stability of the limit modal matrices, as well as the geometrical decay of the objective residuals and the gradients. This modal analysis raises the question of whether a different Lyapunov function would allow us to recover part (or all) of this extended spectral domain for non-quadratic objective functions.",Samir Adly,math.OC,math.OC,math.OC,http://arxiv.org/abs/2608.28088v1,https://arxiv.org/pdf/2608.28088v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28210v1,2026-08-28,2026,Detection of a moving point-like scatter by using moving receivers and emitter,"We consider an inverse scattering problem for the scalar wave equation in which the point emitter, a point-like scatterer, and multiple receivers are all moving. The goal is to reconstruct the trajectory of a moving point-like scatterer from time-dependent measurements of the scattered field. To this end, we establish a rigorous point-interaction model for the moving scatterer in the time domain, proving well-posedness of the forward scattering problem, including existence, uniqueness and continuous dependence of the scattered field on the scatterer trajectory and scattering parameter. By exploiting the retarded-time structure, we introduce distance functions that connect emission, scattering, and observation processes, and show that they satisfy a coupled system of nonlinear ordinary differential equations determined by the measurement data. Based on this formulation, we propose a reconstruction algorithm that combines initial localization with the solution of the derived ODE system. Numerical experiments demonstrate that the method is accurate and robust with respect to noise, with reconstruction errors remaining stable under moderate perturbations.","Minghui Li, Guanghui Hu, Hongyu Liu",math.AP,math.AP,math.AP,http://arxiv.org/abs/2608.28210v1,https://arxiv.org/pdf/2608.28210v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28586v1,2026-08-28,2026,Continuity equation on metric spaces via measure-valued derivations and BV-Wasserstein curves,"We introduce a notion of continuity equation on metric spaces that is capable of describing curves of probability measures which are absolutely continuous, and more generally of bounded variation (BV), with respect to the 1-Wasserstein distance. This continuity equation is based on a notion of measure-valued derivations, whose basic theory is also developed in this paper. On $\mathbb{R}^n$, our formulation is consistent with the continuity equation with singular flux introduced by Almi--Rossi--Savaré (arXiv:2506.15333), including the corresponding notion of minimal solutions. In this work, we characterize BV-curves in the space of probability measures equipped with the (extended) 1-Wasserstein distance as those curves satisfying the continuity equation with a measure-valued derivation of finite mass. To this aim, we extend our previous work (Calc.Var.(2024)63:16) on probabilistic representations on BV-curves and construct from them measure-valued derivations (resp. flux measures) on geodesic metric spaces (resp. on $\mathbb{R}^n$).","Ehsan Abedi, Zhenhao Li, Timo Schultz",math.AP,math.AP; math.FA; math.PR,math.AP;math.FA;math.PR,http://arxiv.org/abs/2608.28586v1,https://arxiv.org/pdf/2608.28586v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28584v1,2026-08-28,2026,Bounds for inertialess dynamo,"We derive necessary conditions for instantaneous dynamo action for rotating convection. A magnetohydrodynamic model is considered in two settings: the rapidly rotating plane layer where inertia and viscosity are absent, and at an arbitrary rotation rate where viscosity is finite. In contrast to kinematic dynamo bounds, the evolution of the magnetic field is coupled via an inertialess force balance. The buoyancy-driven part of the flow $\mathbf{u}^{\mathrm{A}}$ in the event of dynamo action must in fact satisfy, for $3\leq p \leq \infty$ $$ Rm\, A_p\| \mathbf{u}^{\mathrm{A}}\|_{L^p} \geq 1 $$ where $A_p$ is an explicit constant, and $Rm$ is the magnetic Reynolds number. In the inviscid model, $\mathbf{u}^{\mathrm{A}}$ depends only on the horizontal gradients of the vertical primitive of temperature. A refinement via the poloidal-toroidal decomposition allows us to replace $L^p$ in our constraint with an anisotropic norm for $L^{\infty}_z \dot{H}^1_{x,y}$. For the viscous model, we also derive necessary conditions for the growth of magnetic enstrophy and a combined thermo-magnetic energy. One branch of our constraints implies that the scaling $Ra_ν\gtrsim Ek^{-3/2}$ is necessary for dynamo action, where $Ra_ν$ is the classical Rayleigh number and $Ek$ is the Ekman number.","Ali Arslan, Hezekiah Grayer",math.AP,math.AP; physics.flu-dyn,math.AP,http://arxiv.org/abs/2608.28584v1,https://arxiv.org/pdf/2608.28584v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28579v1,2026-08-28,2026,Modular Functors with Singularities from Vertex Operator Algebras Beyond Rigidity and Finiteness,"For a vertex operator algebra $V$ and a suitable category of its modules, we propose a construction for spaces of conformal blocks organized into an open-closed modular functor with singularities. This is inspired by the idea of implementing directly from the start the principle of holomorphic factorization. More precisely, using the strategy of modular extension introduced by Costello and developed further in our previous work, we build for each surface $Σ$ with at least one boundary component per path component and specified boundary labels attached to marked intervals or boundary circles a representation $Ω_V(Σ;-)$ of the mapping class group of $Σ$. The construction can be described explicitly on generating Dehn twists. This approach is a priori independent from other constructions based on algebraic geometry or topological techniques involving e.g. surgery, but we include an overview over the available comparisons. In the special case in which the module category of $V$ is a not necessarily semisimple modular category $\mathcal{A}$, the spaces $Ω_V(Σ)$ are equivalent to the string-net spaces for $\mathcal{A}$ and hence to the modular functor for the Drinfeld center $Z(\mathcal{A})\simeq \bar{\mathcal{A}}\boxtimes\mathcal{A}$. However, the construction of $Ω_V$ in this paper has the advantage of being available beyond rationality, rigidity, self-contragredience and finiteness. Moreover, we prove that $Ω_V$ satisfies excision, is finite-dimensional in the $C_2$-cofinite case and produces representations of surface braid groups generalizing the ones of Brochier-Jordan. We prove for the triplet $\mathcal{W}_{2,3}$ with non-exact fusion product that the boundary conditions introduced by Gaberdiel-Runkel-Wood produce correlation functions, provided that one uses the notion of a modular functor with singularities that we develop.","Lukas Müller, Lukas Woike",math.QA,math.QA; math.AT; math.RT,math.AT;math.QA;math.RT,http://arxiv.org/abs/2608.28579v1,https://arxiv.org/pdf/2608.28579v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28573v1,2026-08-28,2026,Quantum Fourier transform toolbox,"Quantum Fourier transforms (QFTs) are essential primitives in quantum algorithms. While abelian groups admit efficient QFT circuits, with circuit size polynomial in the logarithm of the group order, efficient constructions are known for relatively few non-abelian families. We develop two new approaches to QFT circuit construction, based on Mackey theory and Clifford theory, respectively, and use them to show exponential improvement in circuit cost for specific group families. Using the Mackey-theoretic approach, we obtain explicit quantum circuits for the QFT over $\mathrm{GL}_2(F_q)$ that scale polynomially in $\log q$, rather than polynomially in $q$. Using the Clifford-theoretic approach, we obtain QFT circuits for wreath products $F\wr S_n$, whose cost depends on the cost of a QFT over $F$ and the size of its representation registers. This removes the restriction $|F|=\operatorname{poly}(n)$ required by previous generic constructions and can yield exponential improvements when $F$ itself has an efficient QFT. Together, these methods provide new systematic tools to construct QFTs for broad classes of finite groups.","Carli Bruinsma, Pietro M. Posta, Joppe Stokvis, Dmitry Grinko, Maris Ozols",quant-ph,quant-ph; math.RT,math.RT,http://arxiv.org/abs/2608.28573v1,https://arxiv.org/pdf/2608.28573v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28569v1,2026-08-28,2026,Quantum Fourier transform for the symmetric group,"Quantum Fourier transforms (QFT) for general groups were recognized to be fundamental already early in the field. A canonical example of non-abelian QFT for the symmetric group was outlined by Beals (1997). Later, a more detailed analysis of this algorithm was carried out by Kawano and Sekigawa (2016). In this paper, we revisit that construction. After a careful analysis, we revise their gate complexity to $\widetilde{\mathcal{O}}(n^{3.5})$ and circuit depth to $\widetilde{\mathcal{O}}(n^3)$. Moreover, we observe that their construction is not optimal in the choice of transversal elements, so we propose simpler realization of the symmetric group QFT.","Carli Bruinsma, Dmitry Grinko, Maris Ozols",quant-ph,quant-ph; math.RT,math.RT,http://arxiv.org/abs/2608.28569v1,https://arxiv.org/pdf/2608.28569v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28562v1,2026-08-28,2026,The Sunada method on Metric Measure Spaces,"In this paper, we provide a general Sunada--Pesce--Sutton-type method that produces pairs of isospectral metric measure spaces. This construction relies on a representation theoretic assumption, and we give examples of spaces satisfying this condition, such as RCD spaces. As an application, we construct a pair of simply connected isospectral, non-isometric RCD non-Alexandrov spaces and a pair of Alexandrov non-orbifold spaces.",Lewis Tadman,math.MG,math.MG; math.SP,math.MG;math.SP,http://arxiv.org/abs/2608.28562v1,https://arxiv.org/pdf/2608.28562v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28558v1,2026-08-28,2026,A ridgeline correspondence criterion: the number of modes of a Gaussian mixture is finite,"We prove that every finite multivariate Gaussian mixture density has only finitely many modes. Our approach combines an algebraic formulation of the ridgeline theory of Ray and Lindsay (2005) with a transcendence-degree argument based on Ax's functional-transcendence theorem to bound the cardinality of the set of critical points. Our techniques extend recent work by Wang (2026), who used Ax's theorem together with real-analytic curve selection to prove finiteness of the critical set of homoscedastic Gaussian mixtures. We introduce the ridgeline correspondence and use it to obtain a finiteness result that applies to arbitrary heteroscedastic Gaussian mixtures. Our framework also establishes finiteness of the number of modes for additional classes of polynomial-exponential mixtures and generalized Gaussian mixtures.","Carlos Améndola, Jose Israel Rodriguez",math.ST,math.ST; math.AG,math.AG;math.ST,http://arxiv.org/abs/2608.28558v1,https://arxiv.org/pdf/2608.28558v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28545v1,2026-08-28,2026,Closest Normal Matrix Found Again Using Riemannian Optimization,"We propose an approach based on Riemannian optimization to compute a nearest normal matrix to a given one. The problem can be formulated as the minimization of a smooth function either on the manifold $U(n)$ of unitary matrices of size n or on the flag manifold $U (n)/U (1)^n$. The flag manifold is particularly suitable for theoretical analysis; we characterize the global maximum of the objective function and prove that, for generic inputs, its local minimizers are finitely many and isolated; in turn, this implies the original nearest normal matrix problem generically has finitely many local minimizers, all with distinct eigenvalues. We also develop a Riemannian trust-region method that improves substantially on classical algorithms and can handle considerably larger matrices, as well as a variant for computing the nearest real normal matrix. The paper is complemented by extensive numerical experiments.","Vanni Noferini, Matvei Zhukov",math.NA,math.NA,math.NA,http://arxiv.org/abs/2608.28545v1,https://arxiv.org/pdf/2608.28545v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28539v1,2026-08-28,2026,Analysis of Polynomial Threshold Functions on Random Regular Graphs: Computational Complexity of Detecting Noisy Random Lift,"In this work, we present the first analysis of low degree polynomial threshold functions for the natural hypothesis testing problem of detecting the noisy random lift of a base $d$-regular graph from a uniformly random $d$-regular graph. Along the way, we obtain a new result for the distribution of short cycle counts in noisy random lift up to logarithmic lengths, which generalizes results by McKay, Wormald, and Wysocka and by Johnson in the case of random regular graphs, and the result by Fortin and Rudinsky in the case of random lift.",Xifan Yu,math.CO,math.CO; cs.CC; cs.DS,math.CO,http://arxiv.org/abs/2608.28539v1,https://arxiv.org/pdf/2608.28539v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28530v1,2026-08-28,2026,On Nonsmooth and Relatively Weakly Convex Minimization,"Composite optimization plays a central role in modern machine learning and signal processing, as it offers a natural balance between data fidelity and structural properties. In this paper, we study composite optimization in the setting where both components are nonsmooth and nonconvex. We start with a deterministic Bregman proximal subgradient method that converges under subgradient upper-bound conditions. This approach relaxes the standard requirement on the convexity of the regularization term, thus accommodating a broader range of applications. To extend this to the stochastic regime, we develop a model-based minimization method under a relative Lipschitz condition and establish a convergence rate of $\mathcal{O}(\varepsilon^{-4})$. We also extend the framework with convergence guarantees to the setting where the distance generating function and its gradient are accessible only through a stochastic oracle.","Chen Jiang, Jiawen Bi, Shuzhong Zhang",math.OC,math.OC,math.OC,http://arxiv.org/abs/2608.28530v1,https://arxiv.org/pdf/2608.28530v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28515v1,2026-08-28,2026,Conformal Uncertainty Quantification Guarantees for Neural Operators,"Neural operators provide fast surrogate models for approximating operators between function spaces, but their predictions often lack uncertainty quantification. We develop a split conformal framework to guarantee that a calibrated pointwise band around the neural operator output contains the true solution on at least a $1-γ$ fraction of the evaluation domain, with probability at least $1-α$ over test and calibration inputs, where $α,γ\in(0,1)$. Our method reduces a normalized residual field to its spatial $(1-γ)$-quantile and computes a scaling factor using a held-out calibration dataset. We prove marginal coverage guarantees for measurable residual fields defined on arbitrary probability spaces, covering both continuum domains and fixed discretizations. Under mild assumptions on the data distribution, we show that the coverage conditional on the calibration set follows a Beta distribution, which we verify with numerical experiments on Darcy flow and Navier--Stokes equations, where our calibration yields bands consistently tighter than existing corrections while retaining the target coverage.","Tom Stent, Nicolas Boullé",math.NA,math.NA; cs.AI; math.PR,math.NA;math.PR,http://arxiv.org/abs/2608.28515v1,https://arxiv.org/pdf/2608.28515v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28505v1,2026-08-28,2026,Quagmires and large Suslin forests,"In 1972, Jech asked whether there exists a Suslin $(ω_1, ω_2)$-forest in the constructible universe. As reported by Jech, Laver gave a positive answer, but his proof was never published and appears no longer to be available. In 2015, Eskew introduced the combinatorial principle $W^*_κ(λ)$, a strengthening of Silver's principle, and used it to construct a coherent Suslin $(κ, λ)$-forest. He then asked whether the principle $W^*_{κ^+}(κ^{++})$ holds in $\mathsf{L}$ for every regular cardinal $κ$. We give an affirmative answer to Eskew's question, thereby also settling Jech's question.",Lorenzo Notaro,math.LO,math.LO,math.LO,http://arxiv.org/abs/2608.28505v1,https://arxiv.org/pdf/2608.28505v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28504v1,2026-08-28,2026,Global $\infty$-categories and global Thom spectra,"We introduce a framework of (Lie-)global $\infty$-categories, which formalizes various families of $\infty$-categories indexed by compact Lie groups and equipped with suitable restriction functors along continuous group homomorphisms that occur naturally in equivariant homotopy theory and representation theory.   As our main results, we show that in this framework unstable and stable equivariant and global homotopy theory admit universal properties, refining and generalizing the results for finite groups from arXiv:2301.08240 and arXiv:2307.11001. In particular, we characterize the passage from unstable to stable equivariant and global homotopy theory at the level of global $\infty$-categories as universally inverting the action of representation spheres in an appropriate sense. Building on this, we define parametrized equivariant and global Thom spectrum functors and show that they recover classical Thom spectrum constructions defined in terms of pointset models.","Emma Brink, Tobias Lenz",math.AT,math.AT,math.AT,http://arxiv.org/abs/2608.28504v1,https://arxiv.org/pdf/2608.28504v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28489v1,2026-08-28,2026,Reactive Flow around Spherically Evolving Particles in Critical and Supercritical Dilute Regimes,"We study a coupled Stokes-reaction-diffusion-advection system in a three dimensional domain perforated by a large number of evolving spherical inclusions with radii of order $\varepsilon^α$ for $α\in(1,3]$. Their centers are separated on the order of $\varepsilon$ but are not assumed to form a periodic lattice. The inclusions grow or shrink through an interfacial adsorption-desorption mechanism, so that the evolution of the geometry is coupled to the Stokes-reaction-diffusion-advection system.   We first establish well-posedness on arbitrary large time intervals for sufficiently small $\varepsilon$. We then derive quantitative homogenization limits in terms of the limiting empirical measure describing the spatial distribution and size of the inclusions. Its evolution is governed by a continuity equation in the radius variable, and the convergence of the empirical measures is controlled in the $2$-Wasserstein distance.   In the critical case, $α=3$, the Stokes system converges to a Brinkman system, while non-vanishing concentration boundary layers modify the microscopic exchange law for the reaction-diffusion-advection equation. For $α\in(1,3)$, the limit is of Darcy type and the original exchange law is retained. The homogenization results are quantitative and provide explicit error estimates.","Michael Eden, Richard M. Höfer",math.AP,math.AP,math.AP,http://arxiv.org/abs/2608.28489v1,https://arxiv.org/pdf/2608.28489v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28484v1,2026-08-28,2026,"An Alexander Polynomial Refinement for Alternating Links, with Trapezoidal Properties","We define an invariant of alternating links---a homogeneous, four-variable Laurent polynomial---that encodes the symmetrized Alexander polynomial, the signature, and other topological data. Along the way, we extend a spanning tree formulation of the Alexander polynomial due to Murasugi and Stoimenow from special alternating links to all alternating links. This project is motivated by Fox's trapezoidal conjecture; accordingly, we prove certain sequences associated to our invariant are trapezoidal for all alternating links. We also conjecture our polynomial has $M$-convex support, and that it satisfies symmetry and log-concavity properties. We prove a partial symmetry result.",Joe Boninger,math.GT,math.GT; math.CO,math.CO;math.GT,http://arxiv.org/abs/2608.28484v1,https://arxiv.org/pdf/2608.28484v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28473v1,2026-08-28,2026,On Left Adjoints Preserving Colimits in Homotopy Type Theory,"We examine how the standard proof that left adjoints preserve colimits behaves in the setting of wild categories, a natural setting for synthetic homotopy theory inside homotopy type theory. We show that the proof may fail for adjunctions between wild categories and even produce a wild left adjoint that fails to preserve colimits. Our core contribution, however, is a sufficient condition on the left adjoint for the proof to go through. The condition, which we call 2-coherence, expresses that the naturality structure of the hom-isomorphism commutes with composition of morphisms. We present two useful examples of this condition in action. First, we use it, along with a new version of a known trick for homogeneous types, to show that the suspension functor, as well as a generalization thereof, preserves graph-indexed colimits. Second, we show that every modality, viewed as a functor on coslices of a type universe, is 2-coherent as a left adjoint to the forgetful functor from the subcategory of modal types, thereby proving this subcategory is cocomplete. We have formalized our main results in Agda.",Perry Hart,cs.LO,cs.LO; math.CT,math.CT,http://arxiv.org/abs/2608.28473v1,https://arxiv.org/pdf/2608.28473v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2608.28471v1,2026-08-28,2026,On Manin's conjecture for quartic del Pezzo fibrations,"We generalize the homological sieve method, developed by Das, Lehmann, Tosteson, and the author, to study certain quartic del Pezzo fibrations, and we prove a version of Manin's conjecture over global function fields in these cases. Our proofs combine the $3$-dimensional positive-characteristic minimal model program, the geometry of the space of sections and the Abel--Jacobi mapping, and the homological sieve method. Our quartic del Pezzo surfaces have Picard rank $2$, and admit two birational morphisms to non-split quadric surfaces. In particular, they do not possess any conic fibrations.",Sho Tanimoto,math.AG,math.AG; math.NT,math.AG;math.NT,http://arxiv.org/abs/2608.28471v1,https://arxiv.org/pdf/2608.28471v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
